TaskID,TaskType,ArrivalHour,SourceRegion,MaxLatency_ms,GPU_Demand,DurationHours,LatestFinishHour,Status,AssignedRegion,StartHour,FinishHour,NetworkLatency_ms,ObjectiveScore,EstimatedCost_CNY,EstimatedCarbon_tCO2,EstimatedRenewableUsed_MWh
56,AITraining,2394,RegionE,150.0,19.0,4.0,2406.0,scheduled,RegionE,2394,2398.0,5.0,-404.4057971014494,0.0,0.0,15.2
57,BatchInference,2390,RegionE,80.0,16.0,3.0,2406.0,scheduled,RegionE,2390,2393.0,5.0,-159.8122529644269,0.0,0.0,6.0
165,BatchInference,2390,RegionB,80.0,18.0,1.75,2406.0,scheduled,RegionB,2390,2391.75,5.0,-34.38126780626533,0.0,0.0,4.2525
205,BatchInference,2385,RegionB,80.0,6.0,4.916666666666667,2406.0,scheduled,RegionB,2388,2392.9166666666665,5.0,-74.74280626780276,0.0,0.0,3.9824999999998782
235,RealTimeInference,2378,RegionE,20.0,2.0,0.4666666666666667,2379.0,scheduled,RegionE,2378,2378.4666666666667,5.0,2.3004611330697577,0.0,0.0,0.0933333333333394
315,BatchInference,2392,RegionA,80.0,17.0,1.45,2406.0,scheduled,RegionA,2398,2399.45,5.0,-10.070595238079704,0.0,0.0,3.327749999999583
403,BatchInference,2382,RegionD,80.0,13.0,2.1166666666666667,2406.0,scheduled,RegionD,2391,2393.116666666667,5.0,-94.21019565217998,0.0,0.0,3.5221333333335356
583,BatchInference,2388,RegionA,80.0,12.0,3.9166666666666665,2406.0,scheduled,RegionA,2388,2391.9166666666665,5.0,-96.01137566136836,0.0,0.0,6.3449999999997555
701,BatchInference,2397,RegionF,80.0,21.0,1.75,2406.0,scheduled,RegionE,2397,2398.75,18.0,-32.5941205533595,0.0,0.0,4.59375
1055,AITraining,2378,RegionF,150.0,113.0,5.65,2406.0,scheduled,RegionC,2395,2400.65,76.0,-4106.426133333402,0.0,0.0,140.96976000000228
1096,RealTimeInference,2389,RegionA,20.0,1.0,4.833333333333333,2394.0,scheduled,RegionA,2389,2393.8333333333335,5.0,-7.974814814815261,0.0,0.0,0.5220000000000165
1136,BatchInference,2390,RegionB,80.0,12.0,3.033333333333333,2406.0,scheduled,RegionB,2398,2401.0333333333333,5.0,-66.56529914530165,0.0,0.0,4.913999999999952
