Hour,Region,GPU_Used,GPU_Utilization,AI_IT_Load_MW,NonAI_IT_Load_MW,IT_Load_MW,Total_Load_MW,AvailableRenewable_MW,UsedRenewable_MW,GridSell_MW,Curtailment_MW,GridPurchase_MW,NetImport_MW,Cost_CNY,CarbonEmission_tCO2,RenewableUtilization
2376,RegionA,3.0,0.004761904761904762,0.24,309.804667,310.044667,418.56030045000006,540.19,418.56030045000006,0.0,121.62969955,0.0,0.0,0.0,0.0,0.7748390389492587
2376,RegionB,20.0,0.03418803418803419,1.78,326.364667,328.14466699999997,442.99530045,540.19,442.99530045,0.0,97.19469955000005,0.0,0.0,0.0,0.0,0.8200731232529295
2376,RegionC,65.0,0.12037037037037036,9.84,344.690333,354.530333,489.25185953999994,540.19,489.25185953999994,0.0,50.93814046000011,0.0,0.0,0.0,0.0,0.9057032887317423
2376,RegionD,119.0,0.08084239130434782,19.04,306.754667,325.794667,417.01717376,540.19,417.01717376,123.17282624000006,0.0,0.0,-123.17282624000006,-27107.875598899216,0.0,1.0
2376,RegionE,17.99999999999909,0.017786561264821237,1.7999999999999092,284.838667,286.6386669999999,358.29833374999987,540.19,358.29833374999987,181.89166625000018,0.0,0.0,-181.89166625000018,-35376.110168962536,0.0,1.0
2376,RegionF,34.0,0.035196687370600416,5.44,294.039333,299.479333,380.33875291,540.19,380.33875291,159.85124709000007,0.0,0.0,-159.85124709000007,-32726.345816735713,0.0,1.0
2377,RegionA,131.0,0.20793650793650795,19.28,365.486667,384.766667,519.43500045,587.87,519.43500045,0.0,68.43499955000004,0.0,0.0,0.0,0.0,0.8835882090428155
2377,RegionB,144.66666666666788,0.24729344729344938,20.29333333333343,352.361333,372.6546663333334,503.08379955000015,587.87,503.08379955000015,0.0,84.78620044999985,0.0,0.0,0.0,0.0,0.8557738948236857
2377,RegionC,181.25,0.33564814814814814,28.18,328.52,356.7,492.2459999999999,587.87,492.2459999999999,0.0,95.62400000000008,0.0,0.0,0.0,0.0,0.8373381870141356
2377,RegionD,87.53333333333694,0.059465579710147376,14.005333333333912,329.964667,343.9700003333339,440.2816004266674,587.87,440.2816004266674,147.5883995733326,0.0,0.0,-147.5883995733326,-32496.01381805637,0.0,1.0
2377,RegionE,14.0,0.01383399209486166,1.3,278.656667,279.95666700000004,349.94583375,587.87,349.94583375,220.0,17.924166249999985,0.0,-220.0,-42807.600000000006,0.0,0.9695099830744893
2377,RegionF,36.0,0.037267080745341616,5.6000000000000005,289.888,295.488,375.26976,587.87,375.26976,212.60023999999999,0.0,0.0,-212.60023999999999,-43544.781156799996,0.0,1.0
2378,RegionA,136.75000000000045,0.2170634920634928,19.740000000000038,386.013333,405.753333,547.76699955,650.0,547.76699955,0.0,102.23300044999996,0.0,0.0,0.0,0.0,0.8427184608461539
2378,RegionB,144.89999999999964,0.24769230769230707,20.31199999999997,382.850667,403.16266699999994,544.26960045,650.0,544.26960045,0.0,105.73039955000002,0.0,0.0,0.0,0.0,0.8373378468461539
2378,RegionC,179.8666666666668,0.33308641975308667,28.069333333333343,365.282667,393.35200033333336,542.82576046,650.0,542.82576046,0.0,107.17423954000003,0.0,0.0,0.0,0.0,0.8351165545538461
2378,RegionD,96.0,0.06521739130434782,15.36,348.947333,364.307333,466.31338624000006,650.0,466.31338624000006,180.0,3.6866137599999433,0.0,-180.0,-39648.6,0.0,0.9943282865230769
2378,RegionE,33.35000000000264,0.03295454545454806,4.714666666666999,270.491,275.20566666666696,344.0070833333337,650.0,344.0070833333337,220.0,85.9929166666663,0.0,-220.0,-42825.2,0.0,0.8677032051282056
2378,RegionF,36.0,0.037267080745341616,5.6000000000000005,288.251333,293.851333,373.19119291000004,650.0,373.19119291000004,220.0,56.80880708999996,0.0,-220.0,-45080.2,0.0,0.9126018352461539
2379,RegionA,133.01666666666688,0.21113756613756648,19.44133333333335,393.177333,412.61866633333335,557.03519955,722.35,557.03519955,0.0,165.31480045,0.0,0.0,0.0,0.0,0.7711430740638194
2379,RegionB,143.11666666666633,0.24464387464387408,20.169333333333306,383.332,403.5013333333333,544.7268,722.35,544.7268,0.0,177.6232,0.0,0.0,0.0,0.0,0.7541036893472693
2379,RegionC,192.81666666667388,0.35706790123458126,30.04266666666779,363.225333,393.2679996666678,542.7098395400014,722.35,542.7098395400014,0.0,179.64016045999858,0.0,0.0,0.0,0.0,0.7513114688724323
2379,RegionD,95.60000000000582,0.064945652173917,14.816000000000932,373.827,388.64300000000094,497.46304000000123,722.35,497.46304000000123,180.0,44.886959999998794,0.0,-180.0,-39664.8,0.0,0.9378598186474717
2379,RegionE,27.000000000010914,0.026679841897243987,3.780000000001746,303.226,307.00600000000173,383.75750000000215,722.35,383.75750000000215,220.0,118.59249999999787,0.0,-220.0,-42840.6,0.0,0.8358240465148504
2379,RegionF,102.86666666665224,0.10648723257417415,16.298666666664356,297.421333,313.71999966666436,398.42439957666375,722.35,398.42439957666375,220.0,103.92560042333628,0.0,-220.0,-45095.6,0.0,0.8561284689924049
2380,RegionA,172.66666666665333,0.2740740740740529,26.186666666664532,376.727333,402.9139996666645,543.9338995499971,800.0,543.9338995499971,0.0,256.06610045000286,0.0,0.0,0.0,0.0,0.6799173744374964
2380,RegionB,68.13333333332093,0.11646723646721527,7.275999999998031,361.266667,368.542666999998,497.53260044999735,800.0,497.53260044999735,0.0,302.46739955000265,0.0,0.0,0.0,0.0,0.6219157505624967
