TaskID,TaskType,ArrivalHour,SourceRegion,MaxLatency_ms,GPU_Demand,DurationHours,LatestFinishHour,Status,AssignedRegion,StartHour,FinishHour,NetworkLatency_ms,ObjectiveScore,EstimatedCost_CNY,EstimatedCarbon_tCO2,EstimatedRenewableUsed_MWh
56,AITraining,2394,RegionE,150.0,19.0,4.0,2406.0,scheduled,RegionE,2394,2398.0,5.0,-319.162055335967,0.0,0.0,15.2
57,BatchInference,2390,RegionE,80.0,16.0,3.0,2406.0,scheduled,RegionE,2399,2402.0,5.0,-68.29776021080552,0.0,0.0,6.0
165,BatchInference,2390,RegionB,80.0,18.0,1.75,2406.0,scheduled,RegionB,2392,2393.75,5.0,-36.70320512820527,0.0,0.0,4.2525
205,BatchInference,2385,RegionB,80.0,6.0,4.916666666666667,2406.0,scheduled,RegionB,2394,2398.9166666666665,5.0,-43.73482905982547,0.0,0.0,3.9824999999998782
235,RealTimeInference,2378,RegionE,20.0,2.0,0.4666666666666667,2379.0,scheduled,RegionE,2378,2378.4666666666667,5.0,57.28036890645577,0.0,0.0,0.0933333333333394
315,BatchInference,2392,RegionA,80.0,17.0,1.45,2406.0,scheduled,RegionA,2392,2393.45,5.0,-23.991230158717766,0.0,0.0,3.327749999999583
403,BatchInference,2382,RegionD,80.0,13.0,2.1166666666666667,2406.0,scheduled,RegionD,2382,2384.116666666667,5.0,-38.24461594203497,0.0,0.0,3.5221333333335356
583,BatchInference,2388,RegionA,80.0,12.0,3.9166666666666665,2406.0,scheduled,RegionA,2388,2391.9166666666665,5.0,-116.40714285713578,0.0,0.0,6.3449999999997555
701,BatchInference,2397,RegionF,80.0,21.0,1.75,2406.0,scheduled,RegionC,2397,2398.75,76.0,815.2401851851844,0.0,0.0,5.0715
1055,AITraining,2378,RegionF,150.0,113.0,5.65,2406.0,scheduled,RegionF,2396,2401.65,5.0,-3817.5108687371235,0.0,0.0,129.73304000000212
1096,RealTimeInference,2389,RegionA,20.0,1.0,4.833333333333333,2394.0,scheduled,RegionA,2389,2393.8333333333335,5.0,46.488148148147694,0.0,0.0,0.5220000000000165
1136,BatchInference,2390,RegionB,80.0,12.0,3.033333333333333,2406.0,scheduled,RegionB,2390,2393.0333333333333,5.0,-58.3692877492864,0.0,0.0,4.913999999999952
1234,BatchInference,2385,RegionB,80.0,9.0,5.566666666666666,2406.0,scheduled,RegionB,2396,2401.5666666666666,5.0,-129.81554131053932,0.0,0.0,6.763499999999927
1264,AITraining,2388,RegionF,150.0,113.0,4.7,2406.0,scheduled,RegionF,2388,2392.7,5.0,-3110.496573084763,0.0,0.0,107.91951999999584
1371,AITraining,2392,RegionC,150.0,18.0,5.583333333333333,2406.0,scheduled,RegionC,2398,2403.5833333333335,5.0,-589.7194074074257,0.0,0.0,22.1904000000006
1455,AITraining,2399,RegionF,150.0,37.0,2.7333333333333334,2406.0,scheduled,RegionD,2399,2401.733333333333,25.0,4985.821142446426,5093.435392,6.925926400000001,5.556906666665059
1540,AITraining,2377,RegionF,150.0,98.0,4.866666666666666,2406.0,scheduled,RegionF,2377,2381.866666666667,5.0,-2837.696159006284,0.0,0.0,96.91285333333575
1664,BatchInference,2383,RegionE,80.0,14.0,2.183333333333333,2406.0,scheduled,RegionE,2383,2385.1833333333334,5.0,-29.953063241110716,0.0,0.0,3.82083333333344
1843,RealTimeInference,2394,RegionA,20.0,1.0,0.8166666666666667,2395.0,scheduled,RegionA,2394,2394.8166666666666,5.0,61.71590476190495,0.0,0.0,0.08819999999999346
2055,AITraining,2386,RegionD,150.0,116.0,2.6666666666666665,2406.0,scheduled,RegionD,2399,2401.6666666666665,5.0,-1824.3066811593126,0.0,0.0,63.35146666666306
2167,AITraining,2390,RegionD,150.0,57.0,4.15,2406.0,scheduled,RegionD,2398,2402.15,5.0,-1365.4954463768443,0.0,0.0,48.44544000000107
2374,BatchInference,2387,RegionA,80.0,7.0,0.65,2406.0,scheduled,RegionA,2392,2392.65,5.0,49.07514550264288,0.0,0.0,0.614250000000086
2412,RealTimeInference,2392,RegionC,20.0,2.0,4.266666666666667,2397.0,scheduled,RegionC,2392,2396.266666666667,5.0,34.22895802469008,0.0,0.0,0.9420800000000469
2473,AITraining,2398,RegionC,150.0,16.0,5.833333333333333,2406.0,scheduled,RegionB,2398,2403.8333333333335,14.0,-385.18062678064183,0.0,0.0,20.160000000000526
