Hour,Region,GPU_Used,GPU_Utilization,AI_IT_Load_MW,NonAI_IT_Load_MW,IT_Load_MW,Total_Load_MW,AvailableRenewable_MW,UsedRenewable_MW,GridSell_MW,Curtailment_MW,GridPurchase_MW,NetImport_MW,Cost_CNY,CarbonEmission_tCO2,RenewableUtilization
0,RegionA,116.0,0.18412698412698414,17.54,367.981667,385.52166700000004,520.4542504500001,540.19,520.4542504500001,0.0,19.735749549999923,0.0,0.0,0.0,0.0,0.9634651704955666
0,RegionB,62.0,0.10598290598290598,8.96,325.436667,334.396667,451.43550045,540.19,451.43550045,0.0,88.75449955000005,0.0,0.0,0.0,0.0,0.8356976257427942
0,RegionC,97.96666666666667,0.18141975308641975,15.424000000000001,337.659333,353.083333,487.2549995399999,540.19,487.2549995399999,0.0,52.93500046000014,0.0,0.0,0.0,0.0,0.9020067004942702
0,RegionD,57.0,0.03872282608695652,9.120000000000001,296.44,305.56,391.1168,540.19,391.1168,149.07320000000004,0.0,0.0,-149.07320000000004,-32499.448332000007,0.0,1.0
0,RegionE,23.0,0.022727272727272728,2.3000000000000003,346.67,348.97,436.21250000000003,540.19,436.21250000000003,103.97750000000002,0.0,0.0,-103.97750000000002,-20032.305150000004,0.0,1.0
0,RegionF,0.0,0.0,0.0,358.41,358.41,455.18070000000006,540.19,455.18070000000006,85.0093,0.0,0.0,-85.0093,-17239.88604,0.0,1.0
1,RegionA,56.79999999999999,0.09015873015873015,7.907999999999999,393.03,400.938,541.2663,587.87,541.2663,0.0,46.6037,0.0,0.0,0.0,0.0,0.9207244799020191
1,RegionB,70.43333333333334,0.1203988603988604,9.734666666666666,381.385333,391.1199996666667,528.01199955,587.87,528.01199955,0.0,59.85800044999996,0.0,0.0,0.0,0.0,0.8981781678772518
1,RegionC,283.93333333333334,0.5258024691358025,45.391999999999996,357.876,403.268,556.5098399999999,587.87,556.5098399999999,0.0,31.360160000000064,0.0,0.0,0.0,0.0,0.9466546005069146
1,RegionD,31.900000000000006,0.021671195652173916,3.936000000000001,304.584,308.52,394.9056,587.87,394.9056,180.0,12.964400000000012,0.0,-180.0,-39267.0,0.0,0.9779468249783116
1,RegionE,21.849999999999998,0.021590909090909088,2.185,382.138333,384.323333,480.40416625,587.87,480.40416625,107.46583375,0.0,0.0,-107.46583375,-20717.263430325,0.0,1.0
1,RegionF,0.0,0.0,0.0,314.83,314.83,399.8341,587.87,399.8341,188.03590000000003,0.0,0.0,-188.03590000000003,-38158.125187000005,0.0,1.0
2,RegionA,50.95,0.08087301587301587,4.536,395.664,400.2,540.27,650.0,540.27,0.0,109.73000000000002,0.0,0.0,0.0,0.0,0.8311846153846154
2,RegionB,68.96666666666667,0.11789173789173789,7.870666666666667,361.789333,369.6599996666667,499.0409995500001,650.0,499.0409995500001,0.0,150.9590004499999,0.0,0.0,0.0,0.0,0.7677553839230771
2,RegionC,278.0,0.5148148148148148,44.400000000000006,357.1,401.5,554.0699999999999,650.0,554.0699999999999,0.0,95.93000000000006,0.0,0.0,0.0,0.0,0.8524153846153845
2,RegionD,16.0,0.010869565217391304,1.6,309.091667,310.691667,397.68533376,650.0,397.68533376,180.0,72.31466624000001,0.0,-180.0,-39292.2,0.0,0.8887466673230769
2,RegionE,18.699999999999978,0.018478260869565194,2.991999999999997,382.82,385.812,482.265,650.0,482.265,167.735,0.0,0.0,-167.735,-32357.758850000002,0.0,1.0
